

CATCH COMPARISONS
******************
OPTION FILE   DESCRIPTION
===========   ==============================================
0021B.OP7     Stage 2 calibration 0021B   OCN old data set JdeF NCBC spt FPs hand comp 83 and 84 fixed mcb term fps




CEILINGS SPECIFIED FOR Alaska T
Catch level comparison

      Actual   0021B    |0021B   
2000     3500      4053 |   1.158

TERMINAL RUN CALIBRATION FOR WSH
----------------------------------------------
COMPARISON FOR ADULTS ONLY

       Calib   0021B    |0021B   
Year   Specs    TRM Run | Compare
==== ========  ======== |========
1979    48626     46120 |   0.948
1980    43067     56854 |   1.320
1981    57227     54243 |   0.948
1982    77079     73551 |   0.954
1983    61220     54155 |   0.885
1984    85636     86688 |   1.012
1985    68342     71314 |   1.043
1986    71586     66315 |   0.926
1987    94853     94625 |   0.998
1988   119019    124534 |   1.046
1989   112549    114920 |   1.021
1990   131339    109742 |   0.836
1991   109454    137748 |   1.259
1992    82824     76622 |   0.925
1993    68318     64976 |   0.951
1994    52604     51392 |   0.977
1995    43364     49754 |   1.147
1996    37335     29810 |   0.798
1997    39582     44006 |   1.112
1998    47282     48245 |   1.020
1999    55801     55520 |   0.995
2000    61211     57202 |   0.935

TERMINAL RUN CALIBRATION FOR CWS
----------------------------------------------
COMPARISON FOR ADULTS ONLY

       Calib   0021B    |0021B   
Year   Specs    TRM Run | Compare
==== ========  ======== |========
1979    19810     23002 |   1.161
1980    28491     27545 |   0.967
1981    34150     35365 |   1.036
1982    31646     27914 |   0.882
1983    29876     27782 |   0.930
1984    29515     27393 |   0.928
1985    14365     18095 |   1.260
1986    16661     19590 |   1.176
1987    36951     35113 |   0.950
1988    24892     30114 |   1.210
1989    22329     20916 |   0.937
1990    18841     17772 |   0.943
1991    19892     16695 |   0.839
1992    18339     20619 |   1.124
1993    18908     16916 |   0.895
1994     7421      9955 |   1.341
1995     6658      4208 |   0.632
1996     4150      4772 |   1.150
1997     4641      4333 |   0.934
1998     3045      3165 |   1.039
1999     4296      4744 |   1.104
2000     6050      4922 |   0.814

TERMINAL RUN CALIBRATION FOR WCN
----------------------------------------------
COMPARISON FOR ADULTS ONLY

       Calib   0021B    |0021B   
Year   Specs    TRM Run | Compare
==== ========  ======== |========
1979    25800     30923 |   1.199
1980    39900     33692 |   0.844
1981    32502     33527 |   1.032
1982    36251     32397 |   0.894
1983    22530     31534 |   1.400
1984    42047     34776 |   0.827
1985    33140     40560 |   1.224
1986    51719     52063 |   1.007
1987    71455     65167 |   0.912
1988    79739     78458 |   0.984
1989    92938     80328 |   0.864
1990    75332     72951 |   0.968
1991    49354     60090 |   1.218
1992    51524     53174 |   1.032
1993    48508     48730 |   1.005
1994    47364     45563 |   0.962
1995    45487     46350 |   1.019
1996    52997     50408 |   0.951
1997    43979     43759 |   0.995
1998    39650     38911 |   0.981
1999    27945     36782 |   1.316
2000        0     34741 | - NA - 

TERMINAL RUN CALIBRATION FOR MCB
----------------------------------------------
COMPARISON FOR ADULTS ONLY

       Calib   0021B    |0021B   
Year   Specs    TRM Run | Compare
==== ========  ======== |========
1979        0       137 | - NA - 
1980        0      2076 | - NA - 
1981     4500      5483 |   1.218
1982     8800      9136 |   1.038
1983    14500     12810 |   0.883
1984    11700     11081 |   0.947
1985     5700      8425 |   1.478
1986    17300     20446 |   1.182
1987    57000     56879 |   0.998
1988    77900     92937 |   1.193
1989    93300     81833 |   0.877
1990    59200     52503 |   0.887
1991    35900     33861 |   0.943
1992    31200     29569 |   0.948
1993    27500     32157 |   1.169
1994    31900     31133 |   0.976
1995    30500     29836 |   0.978
1996    59600     45117 |   0.757
1997    59800     60022 |   1.004
1998    36800     48621 |   1.321
1999    50100     48697 |   0.972
2000    50600     53460 |   1.057


ESCAPEMENT COMPARISONS
**********************
OPTION FILE   DESCRIPTION
===========   ==============================================
0021B.OP7     Stage 2 calibration 0021B   OCN old data set JdeF NCBC spt FPs hand comp 83 and 84 fixed mcb term fps




ESCAPEMENT CALIBRATION FOR AKS
----------------------------------------------

ADULT COMPARISON ONLY
       Calib   0021B    |0021B   
Year   Specs    Adlt Es | Compare
==== ========  ======== |========
1979     5972      9072 |   1.519
1980     8919      9083 |   1.018
1981     7858     11729 |   1.493
1982    13060      9863 |   0.755
1983    13369     14454 |   1.081
1984    17760     17422 |   0.981
1985    16501     20578 |   1.247
1986    28791     21707 |   0.754
1987    25459     20491 |   0.805
1988    17207     22689 |   1.319
1989    15087     14478 |   0.960
1990    10319      9930 |   0.962
1991     8427      9642 |   1.144
1992     8977      8049 |   0.897
1993    10949     11260 |   1.028
1994    10027      9882 |   0.986
1995     8769      8342 |   0.951
1996     9416      8055 |   0.855
1997     7070      8469 |   1.198
1998     9606      8850 |   0.921
1999    12654     12147 |   0.960
2000        0     18967 | - NA - 

ESCAPEMENT CALIBRATION FOR FRL
----------------------------------------------

ADULT COMPARISON ONLY
       Calib   0021B    |0021B   
Year   Specs    Adlt Es | Compare
==== ========  ======== |========
1979   126879    154633 |   1.219
1980   126457    105293 |   0.833
1981   106664     99018 |   0.928
1982   116429    137149 |   1.178
1983   100829    111703 |   1.108
1984   119495    114381 |   0.957
1985   177062    134770 |   0.761
1986   163832    172508 |   1.053
1987    96092     93970 |   0.978
1988    49761     62840 |   1.263
1989    76979    190604 |   2.476
1990   177984     98238 |   0.552
1991   100244     62114 |   0.620
1992   168858    182515 |   1.081
1993   138986    161701 |   1.163
1994    99339     71317 |   0.718
1995    61678     76702 |   1.244
1996    62114     48395 |   0.779
1997   153220    146782 |   0.958
1998   264200    268057 |   1.015
1999   189400    217604 |   1.149
2000   220400    187970 |   0.853

ESCAPEMENT CALIBRATION FOR GSQ
----------------------------------------------

ADULT COMPARISON ONLY
       Calib   0021B    |0021B   
Year   Specs    Adlt Es | Compare
==== ========  ======== |========
1979    13916     12082 |   0.868
1980     7476     10650 |   1.425
1981    10965     12506 |   1.141
1982    13851     10217 |   0.738
1983    13684     11818 |   0.864
1984     9009     10142 |   1.126
1985    10428     12258 |   1.175
1986    25778     23121 |   0.897
1987    27800     20730 |   0.746
1988    16140     20815 |   1.290
1989    21650     22375 |   1.033
1990    17680     14065 |   0.796
1991    13291     18408 |   1.385
1992    16917     12944 |   0.765
1993     4170      9064 |   2.174
1994     3770      5224 |   1.386
1995     9400      8503 |   0.905
1996     7500      8873 |   1.183
1997    10210     10382 |   1.017
1998    14450     13300 |   0.920
1999    16142     16731 |   1.036
2000        0     19452 | - NA - 

ESCAPEMENT CALIBRATION FOR GST
----------------------------------------------

ADULT COMPARISON ONLY
       Calib   0021B    |0021B   
Year   Specs    Adlt Es | Compare
==== ========  ======== |========
1979    11210     10900 |   0.972
1980    10519     12242 |   1.164
1981     7607      8453 |   1.111
1982     6657      5628 |   0.845
1983     6861      5849 |   0.852
1984     8861      6963 |   0.786
1985     5242      6744 |   1.287
1986     3776      5092 |   1.349
1987     3781      5238 |   1.385
1988     7930      6156 |   0.776
1989     8077      7400 |   0.916
1990     7627      8739 |   1.146
1991     8510      9675 |   1.137
1992    12076     10915 |   0.904
1993     9077      7026 |   0.774
1994     7964      8333 |   1.046
1995    19047     16820 |   0.883
1996    17103     16022 |   0.937
1997    11892     11759 |   0.989
1998     8992     11068 |   1.231
1999     9032     10799 |   1.196
2000        0     11094 | - NA - 

ESCAPEMENT CALIBRATION FOR NKS
----------------------------------------------

ADULT COMPARISON ONLY
       Calib   0021B    |0021B   
Year   Specs    Adlt Es | Compare
==== ========  ======== |========
1979        0     71359 | - NA - 
1980     1821      1761 |   0.967
1981     1549      1337 |   0.863
1982      479       736 |   1.537
1983      510       582 |   1.141
1984      689       700 |   1.016
1985      946       814 |   0.860
1986      679       727 |   1.071
1987      638       649 |   1.017
1988        0       648 | - NA - 
1989        0       693 | - NA - 
1990        0       735 | - NA - 
1991        0       648 | - NA - 
1992        0       645 | - NA - 
1993        0       623 | - NA - 
1994        0       710 | - NA - 
1995        0       758 | - NA - 
1996        0       690 | - NA - 
1997        0       783 | - NA - 
1998        0       977 | - NA - 
1999        0      1046 | - NA - 
2000        0       834 | - NA - 

ESCAPEMENT CALIBRATION FOR STL
----------------------------------------------

ADULT COMPARISON ONLY
       Calib   0021B    |0021B   
Year   Specs    Adlt Es | Compare
==== ========  ======== |========
1979     1042       982 |   0.942
1980      821       831 |   1.012
1981      630       718 |   1.140
1982      773       623 |   0.806
1983      387       519 |   1.341
1984      374       639 |   1.709
1985     1409      1106 |   0.785
1986     1277      1262 |   0.988
1987     1321      1195 |   0.905
1988      717       904 |   1.261
1989      811       827 |   1.020
1990      842      1034 |   1.228
1991     1632      1201 |   0.736
1992      780      1026 |   1.315
1993      928       910 |   0.981
1994      954       928 |   0.973
1995      822      1008 |   1.226
1996     1384      1124 |   0.812
1997     1156      1296 |   1.121
1998     1544      1357 |   0.879
1999     1098      1341 |   1.221
2000     1500      1370 |   0.913

ESCAPEMENT CALIBRATION FOR SUM
----------------------------------------------

ADULT COMPARISON ONLY
       Calib   0021B    |0021B   
Year   Specs    Adlt Es | Compare
==== ========  ======== |========
1979    25870     25157 |   0.972
1980    23556     22404 |   0.951
1981    17146     17880 |   1.043
1982    13780     14212 |   1.031
1983    12087     13844 |   1.145
1984    16560     15937 |   0.962
1985    19359     17942 |   0.927
1986    18467     19873 |   1.076
1987    22706     20939 |   0.922
1988    20287     21898 |   1.079
1989    24535     21775 |   0.888
1990    18384     19258 |   1.048
1991    14365     14567 |   1.014
1992    10311     12818 |   1.243
1993    15424     14373 |   0.932
1994    16876     15220 |   0.902
1995    14045     14331 |   1.020
1996    12377     14032 |   1.134
1997    16440     15303 |   0.931
1998    15430     17105 |   1.109
1999    22276     22331 |   1.002
2000    28038     27214 |   0.971

ESCAPEMENT CALIBRATION FOR ORC
----------------------------------------------

ADULT COMPARISON ONLY
       Calib   0021B    |0021B   
Year   Specs    Adlt Es | Compare
==== ========  ======== |========
1979    56400     77103 |   1.367
1980    57148     60786 |   1.064
1981    54482     52246 |   0.959
1982    59480     47391 |   0.797
1983    40116     42083 |   1.049
1984    80215     85143 |   1.061
1985    94881     66812 |   0.704
1986   101373     90154 |   0.889
1987    89041    124005 |   1.393
1988   147540    132185 |   0.896
1989    88592     71819 |   0.811
1990    68032     79154 |   1.163
1991    74954     80275 |   1.071
1992    88747     86673 |   0.977
1993    44134     57361 |   1.300
1994    86139     93393 |   1.084
1995    81195     95407 |   1.175
1996    92624     65504 |   0.707
1997    58542     60298 |   1.030
1998    65086     65462 |   1.006
1999    66039     63436 |   0.961
2000    63259     61457 |   0.972

ESCAPEMENT CALIBRATION FOR LYF
----------------------------------------------

ADULT COMPARISON ONLY
       Calib   0021B    |0021B   
Year   Specs    Adlt Es | Compare
==== ========  ======== |========
1979      500       533 |   1.066
1980      450       450 |   1.000
1981      340       343 |   1.009
1982      720       502 |   0.697
1983      428       475 |   1.110
1984      324       574 |   1.772
1985      438       412 |   0.941
1986      449       312 |   0.695
1987      253       366 |   1.447
1988      368       257 |   0.698
1989      295       285 |   0.966
1990       78       228 |   2.923
1991      318       204 |   0.642
1992      549       536 |   0.976
1993      742       640 |   0.863
1994      406       506 |   1.246
1995      350       375 |   1.071
1996      639       449 |   0.703
1997      797       684 |   0.858
1998      306       885 |   2.892
1999     1631      1366 |   0.838
2000        0      1243 | - NA - 


MATURATION RATE COMPARISONS
***************************
OPTION FILE   DESCRIPTION
===========   ==============================================
0021B.OP7     Stage 2 calibration 0021B   OCN old data set JdeF NCBC spt FPs hand comp 83 and 84 fixed mcb term fps




MATURATION RATE COMPARISON FOR STOCK      AKS
--------------------------------------------------------
Calibration      Age 3     Age 4
---------------------------------
0021B.OP7   0.120946  0.648181


MATURATION RATE COMPARISON FOR STOCK      NTH
--------------------------------------------------------
Calibration      Age 3     Age 4
---------------------------------
0021B.OP7   0.144694  0.690020


MATURATION RATE COMPARISON FOR STOCK      FRE
--------------------------------------------------------
Calibration      Age 3     Age 4
---------------------------------
0021B.OP7   0.144637  0.685963


MATURATION RATE COMPARISON FOR STOCK      FRL
--------------------------------------------------------
Calibration      Age 3     Age 4
---------------------------------
0021B.OP7   0.057326  0.708704


MATURATION RATE COMPARISON FOR STOCK      RBH
--------------------------------------------------------
Calibration      Age 3     Age 4
---------------------------------
0021B.OP7   0.199231  0.682664


MATURATION RATE COMPARISON FOR STOCK      RBT
--------------------------------------------------------
Calibration      Age 3     Age 4
---------------------------------
0021B.OP7   0.199231  0.682664


MATURATION RATE COMPARISON FOR STOCK      GSQ
--------------------------------------------------------
Calibration      Age 3     Age 4
---------------------------------
0021B.OP7   0.009526  0.245708


MATURATION RATE COMPARISON FOR STOCK      GST
--------------------------------------------------------
Calibration      Age 3     Age 4
---------------------------------
0021B.OP7   0.225087  0.920816


MATURATION RATE COMPARISON FOR STOCK      GSH
--------------------------------------------------------
Calibration      Age 3     Age 4
---------------------------------
0021B.OP7   0.225087  0.920816


MATURATION RATE COMPARISON FOR STOCK      NKF
--------------------------------------------------------
Calibration      Age 3     Age 4
---------------------------------
0021B.OP7   0.139901  0.868322


MATURATION RATE COMPARISON FOR STOCK      PSF
--------------------------------------------------------
Calibration      Age 3     Age 4
---------------------------------
0021B.OP7   0.135783  0.808293


MATURATION RATE COMPARISON FOR STOCK      PSN
--------------------------------------------------------
Calibration      Age 3     Age 4
---------------------------------
0021B.OP7   0.142674  0.807476


MATURATION RATE COMPARISON FOR STOCK      PSY
--------------------------------------------------------
Calibration      Age 3     Age 4
---------------------------------
0021B.OP7   0.130778  0.649513


MATURATION RATE COMPARISON FOR STOCK      NKS
--------------------------------------------------------
Calibration      Age 3     Age 4
---------------------------------
0021B.OP7   0.367081  0.905138


MATURATION RATE COMPARISON FOR STOCK      SKG
--------------------------------------------------------
Calibration      Age 3     Age 4
---------------------------------
0021B.OP7   0.191139  0.808502


MATURATION RATE COMPARISON FOR STOCK      STL
--------------------------------------------------------
Calibration      Age 3     Age 4
---------------------------------
0021B.OP7   0.218942  0.889392


MATURATION RATE COMPARISON FOR STOCK      SNO
--------------------------------------------------------
Calibration      Age 3     Age 4
---------------------------------
0021B.OP7   0.147377  0.738822


MATURATION RATE COMPARISON FOR STOCK      WCH
--------------------------------------------------------
Calibration      Age 3     Age 4
---------------------------------
0021B.OP7   0.192378  0.590293


MATURATION RATE COMPARISON FOR STOCK      URB
--------------------------------------------------------
Calibration      Age 3     Age 4
---------------------------------
0021B.OP7   0.109822  0.542199


MATURATION RATE COMPARISON FOR STOCK      SPR
--------------------------------------------------------
Calibration      Age 3     Age 4
---------------------------------
0021B.OP7   0.600385  0.953023


MATURATION RATE COMPARISON FOR STOCK      BON
--------------------------------------------------------
Calibration      Age 3     Age 4
---------------------------------
0021B.OP7   0.390027  0.987760


MATURATION RATE COMPARISON FOR STOCK      CWF
--------------------------------------------------------
Calibration      Age 3     Age 4
---------------------------------
0021B.OP7   0.126494  0.815951


MATURATION RATE COMPARISON FOR STOCK      LRW
--------------------------------------------------------
Calibration      Age 3     Age 4
---------------------------------
0021B.OP7   0.109430  0.658828


MATURATION RATE COMPARISON FOR STOCK      WSH
--------------------------------------------------------
Calibration      Age 3     Age 4
---------------------------------
0021B.OP7   0.511693  0.933249


MATURATION RATE COMPARISON FOR STOCK      CWS
--------------------------------------------------------
Calibration      Age 3     Age 4
---------------------------------
0021B.OP7   0.658547  0.990353


MATURATION RATE COMPARISON FOR STOCK      SUM
--------------------------------------------------------
Calibration      Age 3     Age 4
---------------------------------
0021B.OP7   0.023914  0.496548


MATURATION RATE COMPARISON FOR STOCK      ORC
--------------------------------------------------------
Calibration      Age 3     Age 4
---------------------------------
0021B.OP7   0.169266  0.480431


MATURATION RATE COMPARISON FOR STOCK      WCN
--------------------------------------------------------
Calibration      Age 3     Age 4
---------------------------------
0021B.OP7   0.213293  0.539041


MATURATION RATE COMPARISON FOR STOCK      LYF
--------------------------------------------------------
Calibration      Age 3     Age 4
---------------------------------
0021B.OP7   0.204495  0.649873


MATURATION RATE COMPARISON FOR STOCK      MCB
--------------------------------------------------------
Calibration      Age 3     Age 4
---------------------------------
0021B.OP7   0.109822  0.542199



Stock EV COMPARISONS
********************
OPTION FILE   DESCRIPTION
===========   ==============================================
0021B.OP7     Stage 2 calibration 0021B   OCN old data set JdeF NCBC spt FPs hand comp 83 and 84 fixed mcb term fps




EV SCALAR COMPARISONS FOR STOCK           AKS
-------------------------------------------------
Comparisons in relation to EVs generated by 1st OP6 file

     0021B    |
Year  EV Sclr |
====  ========|
1979   1.2432 |
1980   1.3591 |
1981   1.4659 |
1982   1.5834 |
1983   1.7614 |
1984   1.2831 |
1985   0.9412 |
1986   0.5200 |
1987   0.7315 |
1988   0.7066 |
1989   0.7828 |
1990   0.5236 |
1991   0.6119 |
1992   0.6711 |
1993   0.5128 |
1994   0.6909 |
1995   0.6483 |
1996   1.7854 |
1997   0.8617 |
1998   0.8617 |
1999   0.8617 |
2000   0.8617 |

EV SCALAR COMPARISONS FOR STOCK           NTH
-------------------------------------------------
Comparisons in relation to EVs generated by 1st OP6 file

     0021B    |
Year  EV Sclr |
====  ========|
1979   1.0115 |
1980   1.0134 |
1981   1.1482 |
1982   1.2207 |
1983   1.1884 |
1984   1.1618 |
1985   1.1080 |
1986   1.0198 |
1987   0.9895 |
1988   1.0553 |
1989   1.0157 |
1990   0.8296 |
1991   0.7714 |
1992   1.0293 |
1993   0.8674 |
1994   0.7519 |
1995   0.9224 |
1996   0.9484 |
1997   0.9039 |
1998   0.9039 |
1999   0.9039 |
2000   0.9039 |

EV SCALAR COMPARISONS FOR STOCK           FRE
-------------------------------------------------
Comparisons in relation to EVs generated by 1st OP6 file

     0021B    |
Year  EV Sclr |
====  ========|
1979   0.8373 |
1980   1.0694 |
1981   1.4896 |
1982   1.5602 |
1983   1.0354 |
1984   0.9145 |
1985   0.8210 |
1986   0.7671 |
1987   0.6892 |
1988   0.5841 |
1989   0.7332 |
1990   0.7514 |
1991   0.7935 |
1992   0.9137 |
1993   1.1599 |
1994   0.8951 |
1995   0.6582 |
1996   0.6023 |
1997   0.8458 |
1998   0.8458 |
1999   0.8458 |
2000   0.8458 |

EV SCALAR COMPARISONS FOR STOCK           FRL
-------------------------------------------------
Comparisons in relation to EVs generated by 1st OP6 file

     0021B    |
Year  EV Sclr |
====  ========|
1979   2.2713 |
1980   2.1120 |
1981   3.3326 |
1982   3.6480 |
1983   1.3963 |
1984   1.0206 |
1985   0.3795 |
1986   2.5522 |
1987   0.9755 |
1988   3.7114 |
1989   2.1125 |
1990   2.0201 |
1991   0.4053 |
1992   0.5377 |
1993   0.8422 |
1994   3.4870 |
1995   0.5949 |
1996   4.8242 |
1997   0.6421 |
1998   2.0781 |
1999   2.0781 |
2000   2.0781 |

EV SCALAR COMPARISONS FOR STOCK           RBH
-------------------------------------------------
Comparisons in relation to EVs generated by 1st OP6 file

     0021B    |
Year  EV Sclr |
====  ========|
1979   1.3257 |
1980   1.0331 |
1981   0.6113 |
1982   0.5578 |
1983   0.1203 |
1984   0.8939 |
1985   0.8541 |
1986   1.6775 |
1987   1.9575 |
1988   1.6408 |
1989   1.9388 |
1990   1.4519 |
1991   0.1518 |
1992   0.0599 |
1993   0.5140 |
1994   0.9178 |
1995   0.2131 |
1996   0.0898 |
1997   0.0228 |
1998   0.3515 |
1999   0.3515 |
2000   0.3515 |

EV SCALAR COMPARISONS FOR STOCK           RBT
-------------------------------------------------
Comparisons in relation to EVs generated by 1st OP6 file

     0021B    |
Year  EV Sclr |
====  ========|
1979   1.3257 |
1980   1.0331 |
1981   0.6113 |
1982   0.5578 |
1983   0.1203 |
1984   0.8939 |
1985   0.8541 |
1986   1.6775 |
1987   1.9575 |
1988   1.6408 |
1989   1.9388 |
1990   1.4519 |
1991   0.1518 |
1992   0.0599 |
1993   0.5140 |
1994   0.9178 |
1995   0.2131 |
1996   0.0898 |
1997   0.0228 |
1998   0.3515 |
1999   0.3515 |
2000   0.3515 |

EV SCALAR COMPARISONS FOR STOCK           GSQ
-------------------------------------------------
Comparisons in relation to EVs generated by 1st OP6 file

     0021B    |
Year  EV Sclr |
====  ========|
1979   0.8005 |
1980   0.9350 |
1981   1.7641 |
1982   2.1846 |
1983   0.9040 |
1984   1.9710 |
1985   0.5182 |
1986   1.0285 |
1987   0.6005 |
1988   0.6193 |
1989   0.1564 |
1990   0.3782 |
1991   0.2891 |
1992   0.3409 |
1993   0.6146 |
1994   0.8093 |
1995   0.7690 |
1996   1.3672 |
1997   0.7802 |
1998   0.7802 |
1999   0.7802 |
2000   0.7802 |

EV SCALAR COMPARISONS FOR STOCK           GST
-------------------------------------------------
Comparisons in relation to EVs generated by 1st OP6 file

     0021B    |
Year  EV Sclr |
====  ========|
1979   1.2675 |
1980   0.6662 |
1981   1.3681 |
1982   0.8656 |
1983   0.5497 |
1984   0.7209 |
1985   0.4859 |
1986   1.2394 |
1987   0.6733 |
1988   1.1770 |
1989   0.6311 |
1990   0.5461 |
1991   0.5989 |
1992   1.2684 |
1993   0.7545 |
1994   0.4705 |
1995   0.2396 |
1996   0.3677 |
1997   0.6202 |
1998   0.6202 |
1999   0.6202 |
2000   0.6202 |

EV SCALAR COMPARISONS FOR STOCK           GSH
-------------------------------------------------
Comparisons in relation to EVs generated by 1st OP6 file

     0021B    |
Year  EV Sclr |
====  ========|
1979   1.0914 |
1980   0.5748 |
1981   1.4700 |
1982   1.1082 |
1983   0.6237 |
1984   0.3055 |
1985   0.2323 |
1986   0.5455 |
1987   0.3744 |
1988   0.6636 |
1989   0.3304 |
1990   0.3918 |
1991   0.2868 |
1992   0.3759 |
1993   0.4517 |
1994   0.4940 |
1995   0.3180 |
1996   0.4539 |
1997   0.4187 |
1998   0.4187 |
1999   0.4187 |
2000   0.4187 |

EV SCALAR COMPARISONS FOR STOCK           NKF
-------------------------------------------------
Comparisons in relation to EVs generated by 1st OP6 file

     0021B    |
Year  EV Sclr |
====  ========|
1979   2.4184 |
1980   2.9794 |
1981   2.9771 |
1982   1.6897 |
1983   1.0834 |
1984   1.2498 |
1985   1.7138 |
1986   1.6356 |
1987   1.2728 |
1988   0.9443 |
1989   0.6418 |
1990   0.6187 |
1991   0.3474 |
1992   0.6764 |
1993   0.4109 |
1994   0.4474 |
1995   0.3749 |
1996   0.4657 |
1997   0.4596 |
1998   0.4317 |
1999   0.4317 |
2000   0.4317 |

EV SCALAR COMPARISONS FOR STOCK           PSF
-------------------------------------------------
Comparisons in relation to EVs generated by 1st OP6 file

     0021B    |
Year  EV Sclr |
====  ========|
1979   0.5264 |
1980   0.6359 |
1981   0.5216 |
1982   0.5105 |
1983   0.5578 |
1984   0.5687 |
1985   0.6549 |
1986   0.6074 |
1987   0.3506 |
1988   0.2436 |
1989   0.1953 |
1990   0.2920 |
1991   0.4921 |
1992   0.5645 |
1993   0.4851 |
1994   0.2929 |
1995   0.2298 |
1996   0.2953 |
1997   0.3440 |
1998   0.3294 |
1999   0.3294 |
2000   0.3294 |

EV SCALAR COMPARISONS FOR STOCK           PSN
-------------------------------------------------
Comparisons in relation to EVs generated by 1st OP6 file

     0021B    |
Year  EV Sclr |
====  ========|
1979   0.8982 |
1980   1.0463 |
1981   1.1374 |
1982   1.4025 |
1983   1.5766 |
1984   1.6326 |
1985   1.6728 |
1986   1.8803 |
1987   1.2872 |
1988   0.8836 |
1989   0.7118 |
1990   0.7601 |
1991   0.8507 |
1992   0.8476 |
1993   0.6743 |
1994   0.5971 |
1995   0.5494 |
1996   0.3679 |
1997   0.2896 |
1998   0.4957 |
1999   0.4957 |
2000   0.4957 |

EV SCALAR COMPARISONS FOR STOCK           PSY
-------------------------------------------------
Comparisons in relation to EVs generated by 1st OP6 file

     0021B    |
Year  EV Sclr |
====  ========|
1979   0.5264 |
1980   0.6359 |
1981   0.5216 |
1982   0.5105 |
1983   0.5578 |
1984   0.5687 |
1985   0.6549 |
1986   0.6074 |
1987   0.3506 |
1988   0.2436 |
1989   0.1953 |
1990   0.2920 |
1991   0.4921 |
1992   0.5645 |
1993   0.4851 |
1994   0.2929 |
1995   0.2298 |
1996   0.2953 |
1997   0.3440 |
1998   0.3294 |
1999   0.3294 |
2000   0.3294 |

EV SCALAR COMPARISONS FOR STOCK           NKS
-------------------------------------------------
Comparisons in relation to EVs generated by 1st OP6 file

     0021B    |
Year  EV Sclr |
====  ========|
1979   0.4812 |
1980   0.1693 |
1981   0.3309 |
1982   0.2647 |
1983   0.3270 |
1984   0.3844 |
1985   0.2953 |
1986   0.2953 |
1987   0.2953 |
1988   0.2953 |
1989   0.2953 |
1990   0.2953 |
1991   0.2953 |
1992   0.2953 |
1993   0.2953 |
1994   0.2953 |
1995   0.2953 |
1996   0.2953 |
1997   0.2953 |
1998   0.2953 |
1999   0.2953 |
2000   0.2953 |

EV SCALAR COMPARISONS FOR STOCK           SKG
-------------------------------------------------
Comparisons in relation to EVs generated by 1st OP6 file

     0021B    |
Year  EV Sclr |
====  ========|
1979   1.2524 |
1980   0.8768 |
1981   2.5198 |
1982   1.4429 |
1983   0.6641 |
1984   1.1376 |
1985   0.8291 |
1986   1.1791 |
1987   0.5403 |
1988   0.5347 |
1989   0.3821 |
1990   0.3976 |
1991   0.5944 |
1992   0.6941 |
1993   0.5960 |
1994   0.6982 |
1995   0.4172 |
1996   0.3114 |
1997   0.5434 |
1998   0.5434 |
1999   0.5434 |
2000   0.5434 |

EV SCALAR COMPARISONS FOR STOCK           STL
-------------------------------------------------
Comparisons in relation to EVs generated by 1st OP6 file

     0021B    |
Year  EV Sclr |
====  ========|
1979   0.5620 |
1980   0.5124 |
1981   1.2296 |
1982   1.5318 |
1983   1.6296 |
1984   0.9492 |
1985   0.5231 |
1986   0.5331 |
1987   0.8646 |
1988   0.8151 |
1989   0.7275 |
1990   0.6432 |
1991   0.5602 |
1992   0.8356 |
1993   0.7518 |
1994   0.7117 |
1995   0.6532 |
1996   0.8411 |
1997   0.9235 |
1998   0.7763 |
1999   0.7763 |
2000   0.7763 |

EV SCALAR COMPARISONS FOR STOCK           SNO
-------------------------------------------------
Comparisons in relation to EVs generated by 1st OP6 file

     0021B    |
Year  EV Sclr |
====  ========|
1979   0.8021 |
1980   0.6556 |
1981   0.6598 |
1982   0.5505 |
1983   0.5182 |
1984   0.4814 |
1985   0.4223 |
1986   0.4412 |
1987   0.3350 |
1988   0.2891 |
1989   0.3421 |
1990   0.3491 |
1991   0.3651 |
1992   0.4167 |
1993   0.3052 |
1994   0.2967 |
1995   0.3007 |
1996   0.3249 |
1997   0.3612 |
1998   0.3177 |
1999   0.3177 |
2000   0.3177 |

EV SCALAR COMPARISONS FOR STOCK           WCH
-------------------------------------------------
Comparisons in relation to EVs generated by 1st OP6 file

     0021B    |
Year  EV Sclr |
====  ========|
1979   0.7496 |
1980   0.8225 |
1981   0.9329 |
1982   0.9201 |
1983   2.2598 |
1984   1.2272 |
1985   1.6259 |
1986   1.6116 |
1987   0.6697 |
1988   0.5280 |
1989   0.5949 |
1990   0.7430 |
1991   0.5975 |
1992   0.5012 |
1993   0.4034 |
1994   0.2757 |
1995   0.2086 |
1996   0.2017 |
1997   0.3181 |
1998   0.3181 |
1999   0.3181 |
2000   0.3181 |

EV SCALAR COMPARISONS FOR STOCK           URB
-------------------------------------------------
Comparisons in relation to EVs generated by 1st OP6 file

     0021B    |
Year  EV Sclr |
====  ========|
1979   1.6948 |
1980   3.6373 |
1981   3.5136 |
1982   6.3976 |
1983   8.2612 |
1984   8.0560 |
1985   3.3563 |
1986   3.6913 |
1987   1.2236 |
1988   1.5063 |
1989   2.5455 |
